angle_deg,hrp_current,hrp_original_rebuilt,abs_diff
140.0,0.850507840084,0.850507840084,2.220446049250e-16
141.0,0.850764831522,0.850764831522,0.000000000000e+00
142.0,0.843856592235,0.843856592235,0.000000000000e+00
143.0,0.852702588763,0.852702588763,3.330669073875e-16
144.0,0.845409153490,0.845409153490,1.110223024625e-16
145.0,0.846377948710,0.846377948710,3.330669073875e-16
146.0,0.850426932252,0.850426932252,3.330669073875e-16
147.0,0.857622277309,0.857622277309,1.110223024625e-16
148.0,0.838981160212,0.838981160212,2.220446049250e-16
149.0,0.836359673929,0.836359673929,3.330669073875e-16
150.0,0.834080208190,0.834080208190,0.000000000000e+00
151.0,0.835390727553,0.835390727553,3.330669073875e-16
152.0,0.837663897998,0.837663897998,1.110223024625e-16
153.0,0.827097543138,0.827097543138,1.110223024625e-16
154.0,0.823942249794,0.823942249794,1.110223024625e-16
155.0,0.832422049248,0.832422049248,0.000000000000e+00
156.0,0.835641446913,0.835641446913,2.220446049250e-16
157.0,0.838156111990,0.838156111990,3.330669073875e-16
158.0,0.829972540188,0.829972540188,1.110223024625e-16
159.0,0.832591758617,0.832591758617,1.110223024625e-16
160.0,0.836616520069,0.836616520069,1.110223024625e-16
161.0,0.832439105839,0.832439105839,0.000000000000e+00
162.0,0.837187818240,0.837187818240,2.220446049250e-16
163.0,0.832970930440,0.832970930440,1.110223024625e-16
164.0,0.837609817046,0.837609817046,0.000000000000e+00
165.0,0.830661655538,0.830661655538,1.110223024625e-16
166.0,0.831818988752,0.831818988752,1.110223024625e-16
167.0,0.834955942139,0.834955942139,1.110223024625e-16
168.0,0.840708118298,0.840708118298,4.440892098501e-16
169.0,0.832391894247,0.832391894247,1.110223024625e-16
170.0,0.842647466450,0.842647466450,1.110223024625e-16
171.0,0.847105246443,0.847105246443,0.000000000000e+00
172.0,0.838919926404,0.838919926404,3.330669073875e-16
173.0,0.838755603785,0.838755603785,1.110223024625e-16
174.0,0.840467633425,0.840467633425,0.000000000000e+00
175.0,0.845280017411,0.845280017411,1.110223024625e-16
176.0,0.838512283053,0.838512283053,2.220446049250e-16
177.0,0.839945597643,0.839945597643,2.220446049250e-16
178.0,0.847620996989,0.847620996989,0.000000000000e+00
179.0,0.849762018829,0.849762018829,1.110223024625e-16

hrp_dir_current_db,1.468740314177919
hrp_dir_original_db,1.468740314177918
max_abs_diff,6.661338147750939e-16
mean_abs_diff,1.668418489783916e-16
rms_abs_diff,2.166594851632354e-16
